"last_name, first_name","player_id","year","ab","pa","home_run","k_percent","batting_avg","slg_percent","on_base_percent","on_base_plus_slg","isolated_power","babip","b_hit_by_pitch","woba","avg_swing_speed","avg_swing_length","exit_velocity_avg","launch_angle_avg","sweet_spot_percent","barrel_batted_rate","solidcontact_percent","whiff_percent"
"Crawford, J.P.",641487,2023,534,638,19,19.6,".266",".438",".380","0.818","0.172",".314","5",".359","71.9","7.6","88.3","15.1",35.3,4.8,6.5,18.6
"Mitchell, Garrett",669003,2024,196,224,8,31.7,".255",".469",".342","0.811","0.214",".359","1",".351","75.7","7.4","88.8","2.8",34.6,8.7,6.3,34.8
"Altuve, Jose",514888,2023,360,410,17,17.3,".311",".522",".393","0.915","0.211",".348","5",".393","70.5","7.7","86","11.4",29.7,8.3,6.2,18.7
"Smith, Pavin",656976,2023,191,228,7,19.7,".188",".325",".317","0.642","0.137",".209","1",".293","72.7","7.5","89.9","13.8",34.9,7.5,7.5,20.1
"Fermín, José",665877,2024,71,79,0,13.9,".155",".197",".241","0.438","0.042",".183","1",".207","65.5","7.2","85.4","8.3",15,0,5,10.7
"Waters, Drew",671221,2023,302,337,8,31.8,".228",".377",".300","0.677","0.149",".321","5",".296","73","6.9","87.4","17.2",38.4,10.1,7.6,32.5
"Maile, Luke",571912,2023,179,199,6,24.6,".235",".391",".308","0.699","0.156",".290","5",".307","68.3","6.7","87.7","14.7",37.4,10.7,6.1,26
"Schneider, Davis",676914,2023,116,141,8,30.5,".276",".603",".404","1.007","0.327",".369","4",".424","69.3","6.9","89.5","26",49.3,17.8,11,37.3
"Nevin, Tyler",663527,2023,95,111,2,22.5,".200",".316",".306","0.622","0.116",".246","3",".282","67.2","6.9","89.3","13.7",26.8,7,5.6,22.7
"Canha, Mark",592192,2023,435,507,11,15.6,".262",".400",".355","0.755","0.138",".293","17",".333","67.8","7.3","87.9","13.1",30.9,4.7,6.6,18.3
"Rice, Ben",700250,2024,152,178,7,27,".171",".349",".264","0.613","0.178",".186","1",".269","71.4","7.4","90","17.7",34.9,15.6,1.8,25.8
"Duvall, Adam",594807,2023,320,353,21,31.2,".247",".531",".303","0.834","0.284",".299","6",".347","72.1","7.6","88.8","28.9",33,13,5.6,31
"Maldonado, Martín",455117,2024,135,147,4,34.7,".119",".230",".174","0.404","0.111",".150","1",".181","70.9","7.6","88","20.1",29.9,8,4.6,36.1
"Casas, Triston",671213,2023,429,502,24,25.1,".263",".490",".367","0.857","0.227",".317","1",".367","75.8","7.8","91.1","15.7",36.1,13.1,7.5,28.1
"Gonzalez, Oscar",660757,2023,173,180,2,25.6,".214",".312",".239","0.551","0.098",".278","1",".239","73.9","7.2","88.5","6.4",31.3,7.8,5.5,30.4
"Varsho, Daulton",662139,2024,459,513,18,26.7,".214",".407",".293","0.700","0.193",".262","4",".304","73.7","7.6","86.1","24.4",30.2,6.2,9,27
