"last_name, first_name","player_id","year","ab","pa","home_run","batting_avg","slg_percent","on_base_percent","on_base_plus_slg","isolated_power","babip","b_hit_by_pitch","avg_swing_speed","avg_swing_length","exit_velocity_avg","launch_angle_avg","sweet_spot_percent","barrel_batted_rate","solidcontact_percent"
"Slater, Austin",596103,2024,177,212,2,".209",".266",".321","0.587","0.057",".294","5","71.9","6.8","88.2","7.2",37.2,3.3,6.6
"Kjerstad, Heston",677008,2024,99,114,4,".253",".394",".351","0.745","0.141",".339","5","70.9","7","90.2","10.3",28.8,6.1,7.6
"Bleday, JJ",668709,2024,572,642,20,".243",".437",".324","0.761","0.194",".279","2","71.7","7.3","88.5","18.6",37.1,8.3,7.1
"Siri, Jose",642350,2023,338,364,25,".222",".494",".267","0.761","0.272",".269","2","73.3","7.9","88.4","14.4",33,13.2,4.7
"Suzuki, Seiya",673548,2024,512,585,21,".283",".482",".366","0.848","0.199",".370","6","73","7.2","91.7","16.2",38.8,11.5,10.1
"Yoshida, Masataka",807799,2024,378,421,10,".280",".415",".349","0.764","0.135",".302","14","70.9","7.3","88","10.5",36.3,5.5,7.3
"Schunk, Aaron",668845,2024,94,98,2,".234",".330",".265","0.595","0.096",".328","0","68.8","6.6","85.3","11.9",39.7,4.8,4.8
"Rosario, Amed",642708,2023,510,545,6,".263",".378",".305","0.683","0.115",".314","3","71.2","7.2","88.3","7.6",33.8,3.4,5.8
"Montero, Elehuris",660707,2023,284,307,11,".243",".426",".290","0.716","0.183",".352","5","75.3","7.7","88.3","9.9",31.8,6.8,8
"Moniak, Mickey",666160,2024,392,418,14,".219",".380",".266","0.646","0.161",".272","4","73.1","7.7","88.1","19.8",31.9,9.3,5
"Semien, Marcus",543760,2024,650,718,23,".237",".391",".308","0.699","0.154",".250","3","68.3","7.7","87.4","17",33,6.6,4.8
"Montero, Elehuris",660707,2024,224,247,4,".205",".304",".267","0.571","0.099",".251","0","75.1","7.6","89.5","17",27.5,7.6,6.4
"Taylor, Tyrone",621438,2024,319,345,7,".248",".401",".299","0.700","0.153",".309","5","70.5","7.6","87.3","16.8",34.9,7.1,7.5
"Bader, Harrison",664056,2024,402,437,12,".236",".373",".284","0.657","0.137",".276","8","71.2","7.1","87.2","11.9",33.9,6.4,4.5
"Garver, Mitch",641598,2024,367,430,15,".172",".341",".286","0.627","0.169",".216","7","71.2","7.3","89.9","18.3",32.5,8.4,7.2
"Alonso, Pete",624413,2024,608,695,34,".240",".459",".329","0.788","0.219",".276","13","75.2","7.3","89.8","14.4",30.5,13.2,6.6
"Casali, Curt",592200,2023,80,96,0,".175",".200",".290","0.490","0.025",".246","2","69.3","7.6","85.1","21",30,1.7,6.7
"Senzel, Nick",669222,2023,301,330,13,".236",".399",".297","0.696","0.163",".269","1","69.5","7.6","87.4","15.2",29.3,4.8,5.7
"Sánchez, Jesús",660821,2024,489,537,18,".252",".417",".313","0.730","0.165",".315","4","75.2","7.1","92.5","7.7",31.8,12.2,7.1
"Yastrzemski, Mike",573262,2023,330,381,15,".233",".445",".330","0.775","0.212",".286","3","70.6","7.4","90","19.6",35,9.8,11.5
"Ramos, Heliot",671218,2024,475,518,22,".269",".469",".322","0.791","0.200",".329","2","75.2","6.9","91.5","10.4",34.3,14.5,5.5
"Rendon, Anthony",543685,2024,206,238,0,".218",".267",".307","0.574","0.049",".257","5","68.3","6.7","87.9","14.1",31.4,2.3,8.6
"Chisholm Jr., Jazz",665862,2023,352,383,19,".250",".457",".304","0.761","0.207",".318","2","72.9","7.5","90.3","10.7",25.3,12.2,6.3
"Araúz, Jonathan",660620,2023,59,66,3,".136",".288",".203","0.491","0.152",".132","0","71.9","7.6","86.7","16.5",25.6,7,0
"Calhoun, Willie",641432,2023,134,149,5,".239",".403",".309","0.712","0.164",".245","0",,,"90.7","11.9",35.7,3.5,7.8
"Devers, Rafael",646240,2023,580,656,33,".271",".500",".351","0.851","0.229",".292","11","73.4","7.5","93.1","12.4",30,12.7,8.5
"Jung, Josh",673962,2024,178,188,7,".264",".421",".298","0.719","0.157",".323","1","72","7.2","86.2","12.2",38.2,9.9,4.6
"Short, Zack",670097,2023,221,253,7,".204",".339",".292","0.631","0.135",".255","0","70.5","7.1","87.6","21.2",33.3,8.8,6.3
"Chapman, Matt",656305,2024,575,647,27,".247",".463",".328","0.791","0.216",".293","6","76.6","7.5","93.2","16.2",31.3,12.6,8.1
"Harper, Bryce",547180,2023,457,546,21,".293",".499",".401","0.900","0.206",".352","5","75.5","7.4","91.8","9.1",36.8,15.2,6.7
"Rivas III, Alfonso",663845,2023,109,123,3,".229",".422",".303","0.725","0.193",".310","3","70.6","6.6","89.2","11.1",41.3,6.7,5.3
"Brown, Seth",664913,2024,372,400,14,".231",".379",".282","0.661","0.148",".291","2","73.3","7.2","90","14.6",35.2,8.4,6.9
"Schwarber, Kyle",656941,2024,573,692,38,".248",".485",".366","0.851","0.237",".301","5","77.5","7.7","93.6","15",31.8,15.6,7.3
"Jiménez, Eloy",650391,2023,456,489,18,".272",".441",".317","0.758","0.169",".305","1","75.2","7.3","90.9","5.7",26,9.3,5.2
"Pache, Cristian",665506,2023,84,95,2,".238",".417",".319","0.736","0.179",".327","0","70","7.3","89.9","8.6",39.7,6.9,5.2
"Rortvedt, Ben",666163,2024,290,328,3,".228",".303",".317","0.620","0.075",".317","4","69.7","7.1","86.2","11.9",30.2,3.5,3
"Encarnacion, Jerar",666464,2024,113,119,5,".248",".425",".277","0.702","0.177",".307","0","77","7.8","95","6.7",37.5,15,11.3
"Seager, Corey",608369,2023,477,536,33,".327",".623",".390","1.013","0.296",".340","4","71.8","6.6","93.3","13",38,15.2,11.4
"Nido, Tomás",621512,2023,56,61,0,".125",".125",".153","0.278","0.000",".179","0",,,"85","5.7",26.8,0,4.9
"Alvarez, Francisco",682626,2023,382,423,25,".209",".437",".284","0.721","0.228",".222","6","74.5","7.4","90.1","12.5",28.6,12.8,8.1
"Guillorme, Luis",641645,2024,161,187,0,".205",".273",".301","0.574","0.068",".260","0","64.9","7.5","85.5","5.7",32.8,2.3,3.1
"Marte, Ketel",606466,2023,569,650,25,".276",".485",".358","0.843","0.209",".300","5","73.2","7.5","91.1","10.7",30.8,8,6
"Kwan, Steven",680757,2024,480,540,14,".292",".425",".368","0.793","0.133",".304","5","64.4","6.5","86.3","14.9",38.5,2.6,5.3
"Robert Jr., Luis",673357,2023,546,595,38,".264",".542",".315","0.857","0.278",".314","12","75.9","8","89.1","16.1",38,15.4,5.6
"Adames, Willy",642715,2023,553,638,24,".217",".407",".310","0.717","0.190",".259","6","72.5","8.2","87.4","18.2",35,12.4,4.1
"Mullins II, Cedric",656775,2024,444,499,18,".234",".405",".305","0.710","0.171",".261","5","71","7.5","87.1","21.5",31.7,4.9,5.4
"Walls, Taylor",670764,2024,218,252,1,".183",".248",".282","0.530","0.065",".255","0","67.3","7.2","86.1","18.2",29.9,3.2,5.2
"Harris II, Michael",671739,2023,505,539,18,".293",".477",".331","0.808","0.184",".334","5","73.6","7.9","90.9","7.6",34.6,10,5.9
"Marcano, Tucupita",672779,2023,202,220,3,".233",".356",".276","0.632","0.123",".265","3","65.7","7.4","88.3","14.4",32,5.2,5.2
"Valdez, Enmanuel",665839,2023,139,149,6,".266",".453",".311","0.764","0.187",".323","1","70.4","7.6","87.5","10.2",35.3,10.8,8.8
"Hernaiz, Darell",687231,2024,120,135,1,".192",".242",".261","0.503","0.050",".234","1","68.6","7.1","87.1","10.8",30.2,1,2.1
"Alfaro, Jorge",595751,2023,48,52,1,".146",".292",".212","0.504","0.146",".188","2","76.1","7.4","88.9","-6.1",18.2,6.1,6.1
"Olivares, Edward",658668,2024,174,196,5,".224",".333",".291","0.624","0.109",".250","2","71.8","7.3","86.8","9.2",35.5,6.4,2.8
"Torkelson, Spencer",679529,2023,606,684,31,".233",".446",".313","0.759","0.213",".269","6","75","7.6","91.8","17.1",33.2,14.1,7
"Torres, Gleyber",650402,2024,587,665,15,".257",".378",".330","0.708","0.121",".306","3","70.1","7.2","88.6","15",38.2,6.3,6.1
"Castellanos, Nick",592206,2024,606,659,23,".254",".431",".311","0.742","0.177",".294","10","71.9","7.6","88.4","15.2",39,8.1,6.8
"Barrero, Jose",676480,2023,133,149,2,".218",".323",".295","0.618","0.105",".307","0",,,"87.5","17.2",31.1,3.3,3.3
"Duran, Jarren",680776,2023,332,362,8,".295",".482",".346","0.828","0.187",".381","3","73.4","7.7","89.9","10.7",32,5.3,9.8
"Judge, Aaron",592450,2024,559,704,58,".322",".701",".458","1.159","0.379",".367","9","77.1","8.2","96.2","19",40.8,26.9,8.5
"Grisham, Trent",663757,2024,179,209,9,".190",".385",".290","0.675","0.195",".217","4","70.4","7.7","90.6","20",25.6,12,7.2
"Trejo, Alan",676701,2024,63,67,0,".143",".143",".182","0.325","0.000",".188","1","66","7.1","86.5","13.4",26.5,2,4.1
"Blackmon, Charlie",453568,2023,359,413,8,".279",".440",".363","0.803","0.161",".307","11","66.9","7","86.4","18.1",39,4.9,5.2
"Taylor, Samad",669392,2023,60,69,0,".200",".267",".279","0.546","0.067",".308","0","69.7","6.9","87.5","8.7",35,10,5
"Monasterio, Andruw",655316,2023,282,315,3,".259",".348",".330","0.678","0.089",".326","3","67.1","6.7","88.8","17.7",41.3,5.5,5.5
"Flores, Wilmer",527038,2023,405,454,23,".284",".509",".355","0.864","0.225",".286","5","67.5","7.1","86.4","22",36.2,7.8,6.7
"Soto, Juan",665742,2024,576,713,41,".288",".569",".419","0.988","0.281",".298","4","75.4","7.3","94.2","10.7",35.4,19.7,6.3
"Melendez Jr., MJ",669004,2023,533,602,16,".235",".398",".316","0.714","0.163",".311","3","72.1","7.7","93.2","16.9",34.6,11.4,8.2
"Vaughn, Andrew",683734,2023,566,615,21,".258",".429",".314","0.743","0.171",".299","11","70.2","7.6","90.6","11.2",30.3,8.4,7.3
"Cave, Jake",595909,2023,184,203,5,".212",".348",".272","0.620","0.136",".270","1","68.9","6.9","89.3","15.3",29.5,7.6,5.3
"Williams, Alika",675961,2023,101,112,0,".198",".248",".270","0.518","0.050",".303","1","69.2","6.9","83.4","10.1",38.8,3,4.5
"Caratini, Victor",605170,2023,201,226,7,".259",".383",".327","0.710","0.124",".296","3","72.1","7.1","91.3","10.8",23.3,5,3.8
"Jones, Nolan",666134,2023,367,424,20,".297",".542",".389","0.931","0.245",".401","3","72.4","6.8","90.1","9.8",34.7,15.7,3.7
"Freeman, Tyler",671289,2024,330,383,7,".209",".321",".305","0.626","0.112",".227","19","71.7","7.2","87.7","13",30.7,3.2,6.7
"Miranda, Jose",669304,2024,401,429,9,".284",".441",".322","0.763","0.157",".318","6","71","7.6","88.9","15.5",33.9,5.9,7.7
"Conforto, Michael",624424,2024,438,488,20,".237",".450",".309","0.759","0.213",".277","5","74.1","7.4","90.2","14.8",33.7,11.8,9
"Cooper, Garrett",643265,2023,422,457,17,".251",".419",".304","0.723","0.168",".324","2","73.8","7.8","89","13.3",40.4,10.3,7.5
"Dubón, Mauricio",643289,2023,467,492,10,".278",".411",".309","0.720","0.133",".308","3","69.8","7.6","87","9.5",37,4.5,5.3
"Dixon, Brandon",641525,2023,79,86,2,".203",".329",".244","0.573","0.126",".292","4","75.9","7.6","87","16.5",32,8,4
"Lindor, Francisco",596019,2023,602,687,31,".254",".470",".336","0.806","0.216",".277","12","71","7.6","91.2","19.2",35.8,10.4,7.2
"Naylor, Bo",666310,2024,354,389,13,".201",".350",".264","0.614","0.149",".262","2","70.6","7.4","88.8","19.9",32.6,8.1,6.8
"Massey, Michael",686681,2024,332,356,14,".259",".449",".294","0.743","0.190",".271","3","70.9","7.2","89.2","16.8",34.4,7.1,7.1
"Carroll, Corbin",682998,2023,565,645,25,".285",".506",".362","0.868","0.221",".325","13","73.2","6.8","90","11",32.7,7.6,7.8
"Bogaerts, Xander",593428,2024,428,463,11,".264",".381",".307","0.688","0.117",".297","1","70.7","7.2","88.1","10.9",32.1,5.1,3.4
"Langford, Wyatt",694671,2024,499,557,16,".253",".415",".325","0.740","0.162",".296","4","74.5","7","89.6","16.6",31.3,9.3,6.5
"Wallner, Matt",670242,2023,213,254,14,".249",".507",".370","0.877","0.258",".328","13","77.4","7.5","91.9","21",32.3,18.8,6
"Paredes, Isaac",670623,2023,492,571,31,".250",".488",".352","0.840","0.238",".257","20","68.1","8.1","86.9","22.2",32.4,5.9,5.9
"Rivera, Emmanuel",656896,2024,265,302,5,".238",".343",".312","0.655","0.105",".296","5","69.6","6.9","89.7","8.7",33.7,7.9,5.9
"Hensley, David",682073,2023,84,94,1,".119",".167",".213","0.380","0.048",".188","0","70.2","6.6","90.8","2.4",28.6,4.1,10.2
"Luciano, Marco",682617,2024,76,81,0,".211",".303",".259","0.562","0.092",".333","0","73.7","7.1","87.9","12.4",41.7,6.3,14.6
"Grissom, Vaughn",687093,2023,75,80,0,".280",".347",".313","0.660","0.067",".344","2","69","7.6","86.2","5.1",29.5,6.6,1.6
"Ozuna, Marcell",542303,2023,530,592,40,".274",".558",".346","0.904","0.284",".293","3","75","7.5","91.8","15.6",34.9,16.6,6.5
"Lowe, Nathaniel",663993,2023,623,724,17,".262",".414",".360","0.774","0.152",".329","5","74.1","7.4","89.8","7.2",36.7,6.5,6.3
"Duran, Ezequiel",677649,2023,406,439,14,".276",".443",".324","0.767","0.167",".358","7","73.4","7.4","90.1","14",36.3,8.7,6.9
"Nootbaar, Lars",663457,2024,348,405,12,".244",".417",".342","0.759","0.173",".281","1","72.6","6.8","91.8","6",32.2,9.9,8.1
"Bailey, Patrick",672275,2023,326,353,7,".233",".359",".285","0.644","0.126",".314","3","70","7.3","88.7","10.2",36.2,10,4.4
"Turang, Brice",668930,2024,559,619,7,".254",".349",".316","0.665","0.095",".300","2","66.2","6.1","87","6.1",32,2.4,2.6
"Dickerson, Corey",572816,2023,144,152,2,".250",".354",".283","0.637","0.104",".296","0","69.9","7.4","88.1","9.4",32.5,3.4,2.6
"Rojas, Johan",679032,2023,149,164,2,".302",".430",".342","0.772","0.128",".410","4","70.2","7.3","86.6","7.3",29.2,0.9,2.7
"Vientos, Mark",668901,2023,218,233,9,".211",".367",".253","0.620","0.156",".264","3","73.7","7.5","92.5","9.5",24.2,10.7,6
"Báez, Javier",595879,2023,510,547,9,".222",".325",".267","0.592","0.103",".274","9","74.1","8.5","88","9.4",28.9,5.2,7
"Isbel, Kyle",664728,2024,384,426,8,".229",".367",".287","0.654","0.138",".276","5","70.8","7.1","88.1","9",24.8,3.9,3.6
"Contreras, Willson",575929,2023,428,495,20,".264",".467",".358","0.825","0.203",".311","13","76.3","7.7","91.3","10.1",34.1,12.2,5.9
"France, Ty",664034,2024,479,535,13,".234",".365",".305","0.670","0.131",".277","13","71","7.6","88.7","12.9",30.5,7.3,6.2
"Schwarber, Kyle",656941,2023,585,720,47,".197",".474",".343","0.817","0.277",".209","6","77.1","7.9","92.4","19",34.3,16.4,6.7
"Sweeney, Trey",700242,2024,110,119,4,".218",".373",".269","0.642","0.155",".267","1","74.3","7.7","91.1","12.8",27.8,8.9,10.1
"Steer, Spencer",668715,2024,574,656,20,".225",".402",".319","0.721","0.177",".260","8","71.6","7.4","88","17.4",34.2,6.4,7.7
"Joe, Connor",656582,2024,364,416,9,".228",".368",".320","0.688","0.140",".278","6","72.1","7.4","85.3","16.3",30.9,4.7,3.3
"Duvall, Adam",594807,2024,303,330,11,".182",".323",".245","0.568","0.141",".227","5","72.4","7.6","86.9","22.2",27.8,10.7,4.9
"Clase, Jonatan",682729,2024,61,66,1,".246",".328",".303","0.631","0.082",".326","2","70.6","6.8","87.9","15.1",27.3,0,6.8
"Herrera, Jose",645444,2023,101,120,0,".208",".257",".296","0.553","0.049",".292","0","66.2","6.9","85.9","11.3",35.1,0,3.9
"McCann, Kyle",668832,2024,140,157,5,".236",".371",".318","0.689","0.135",".368","1","73.6","7.8","89.6","12.5",30.9,12.3,8.6
"Morel, Christopher",666624,2024,535,611,21,".196",".346",".288","0.634","0.150",".233","10","76.1","8","89.2","14.2",27.6,10.2,4.5
"India, Jonathan",663697,2024,533,637,15,".248",".392",".357","0.749","0.144",".292","15","71.7","7.2","87.2","13.5",39.3,7.7,5.8
"Fermín, José",665877,2023,51,61,0,".235",".255",".339","0.594","0.020",".279","2","65.3","7.1","89.5","9.9",35.6,0,0
"Farmer, Kyle",571657,2023,336,369,11,".256",".408",".317","0.725","0.152",".311","8","66.6","6.8","86.4","13.2",36.1,6.7,5.6
"Chang, Yu",644374,2023,105,112,6,".162",".352",".200","0.552","0.190",".169","2","72.6","7.6","88.8","9.8",31.5,5.5,5.5
"Fermin, Freddy",666023,2024,339,368,6,".271",".366",".319","0.685","0.095",".319","2","70.8","7.5","88.2","11.1",29.2,3.2,4
"Ruiz, Esteury",665923,2024,55,65,2,".200",".382",".270","0.652","0.182",".257","2","72.4","7.6","87.7","17.1",28.2,10.3,10.3
"Peralta, David",444482,2024,236,260,8,".267",".415",".335","0.750","0.148",".316","2","71.4","7.2","88.1","8.9",36.8,5.5,4.9
"Altuve, Jose",514888,2023,360,410,17,".311",".522",".393","0.915","0.211",".348","5","70.5","7.7","86","11.4",29.7,8.3,6.2
"Meneses, Joey",608841,2024,281,313,3,".231",".302",".291","0.593","0.071",".281","5","70.4","7","88.9","8.3",30.8,4.5,8
"Mitchell, Garrett",669003,2024,196,224,8,".255",".469",".342","0.811","0.214",".359","1","75.7","7.4","88.8","2.8",34.6,8.7,6.3
"Noda, Ryan",676116,2024,95,111,1,".137",".211",".255","0.466","0.074",".211","1","72.3","7.6","86.2","16",23.7,5.1,10.2
"Hayes, Ke'Bryan",663647,2023,494,525,15,".271",".453",".309","0.762","0.182",".315","0","72.3","6.9","92.2","13.2",34.1,7.4,9.9
"Kelly, Carson",608348,2023,136,151,2,".206",".287",".278","0.565","0.081",".274","0","70.2","7.1","86.8","15.6",27.8,2.1,6.2
"Bauers, Jake",641343,2023,242,272,12,".202",".413",".279","0.692","0.211",".268","0","75.1","7.8","89.1","13.8",36,18.7,5.3
"Encarnacion-Strand, Christian",687952,2024,116,123,2,".190",".293",".220","0.513","0.103",".247","1","71.3","7.2","87.8","15.5",27.7,8.4,4.8
